Name,Dosage Form,Manufacturer,Expiry_Date,Sales_Count,Pharmacy_Name,day_of_sales
Acetomet,Tablet,Boehringer Ingelheim GmbH,2025-08-05,249,Netmeds,2024-07-08
Dolocillin,Injection,Johnson & Johnson,2025-06-13,63,PharmaSave,2024-12-30
Cefvir,Tablet,Amgen Inc.,2025-10-25,307,H-E-B Pharmacy,2025-09-06
Dolocillin,Injection,GlaxoSmithKline plc,2025-05-07,492,PharmaChoice,2025-01-29
Dextroprofen,Drops,Roche Holding AG,2024-01-26,129, Superdrug,2024-01-24
Doloprofen,Tablet,GlaxoSmithKline plc,2023-11-01,236,Meijer Pharmacy,2022-10-29
Acetonazole,Ointment,Novartis AG,2024-12-01,218,Walgreens,2024-06-30
Acetocillin,Tablet,Bristol-Myers Squibb Company,2024-09-17,378,Guardian Pharmacy,2023-03-06
Clarimet,Drops,Teva Pharmaceutical Industries Ltd.,2025-04-05,239,Clicks Pharmacy,2024-12-10
Acetomycin,Ointment,Amgen Inc.,2025-01-27,408,Safeway Pharmacy,2023-10-26
Dolophen,Capsule,AbbVie Inc.,2023-09-08,184,Meijer Pharmacy,2023-08-05
Clarimet,Injection,Takeda Pharmaceutical Company Limited,2023-01-24,272,Watsons,2023-12-04
Cefphen,Tablet,Eli Lilly and Company,2024-05-05,77,Apollo Pharmacy,2024-04-14
Ibuprovir,Cream,Bayer AG,2024-04-09,177, Superdrug,2023-07-06
Dextroprofen,Capsule,GlaxoSmithKline plc,2024-03-20,425,Target Pharmacy,2024-11-20
Dextromet,Ointment,Takeda Pharmaceutical Company Limited,2023-01-18,197,MediCare,2023-12-14
Cefphen,Tablet,Pfizer Inc.,2024-09-26,469,Pharmasave,2024-01-11
Metostatin,Inhaler,AbbVie Inc.,2023-08-27,113,Walgreens,2023-07-21
Ibuprophen,Inhaler,AstraZeneca plc,2024-06-26,131,Pharmasave,2024-08-07
Ibuprovir,Injection,Pfizer Inc.,2023-08-19,443,Lloyds Pharmacy,2022-12-05
Acetoprofen,Capsule,AbbVie Inc.,2025-03-06,111,MedPlus,2025-02-07
Amoxicillin,Injection,Takeda Pharmaceutical Company Limited,2023-07-25,107,MedPlus,2023-07-02
Clarinazole,Syrup,Johnson & Johnson,2024-11-10,151,Guardian Pharmacy,2024-04-03
Cefnazole,Syrup,"Gilead Sciences, Inc.",2024-03-04,392,Target Pharmacy,2023-10-18
Cefnazole,Capsule,"Merck & Co., Inc.",2025-01-27,112,Pharmasave,2024-08-13
Clarimycin,Syrup,"Merck & Co., Inc.",2024-10-03,52,Lloyds Pharmacy,2024-08-29
Ibuprovir,Injection,Pfizer Inc.,2025-07-13,212,PharmaChoice,2025-06-05
Clariphen,Drops,GlaxoSmithKline plc,2023-09-28,492,H-E-B Pharmacy,2023-05-30
Clarivir,Drops,Amgen Inc.,2023-08-30,474, Superdrug,2023-03-16
Clariprofen,Drops,Biogen Inc.,2025-01-04,50,Boots,2024-12-04
Dextronazole,Injection,"Gilead Sciences, Inc.",2023-12-26,335,Meijer Pharmacy,2023-05-19
Clarimycin,Drops,Biogen Inc.,2025-07-26,464,Meijer Pharmacy,2024-10-02
Dextrovir,Injection,GlaxoSmithKline plc,2025-07-09,252,Uniprix,2025-01-23
Dolostatin,Capsule,Novartis AG,2023-10-31,479,Walgreens,2023-08-27
Dextromycin,Inhaler,Bristol-Myers Squibb Company,2024-05-08,216,Health Mart Pharmacy,2024-01-13
Clariphen,Tablet,Boehringer Ingelheim GmbH,2025-12-07,282,Lloyds Pharmacy,2025-09-10
Dolonazole,Syrup,Johnson & Johnson,2023-12-24,149,Publix Pharmacy,2023-09-18
Acetovir,Tablet,Sanofi S.A.,2024-02-28,397,Kroger Pharmacy,2023-09-15
Dolomycin,Injection,Boehringer Ingelheim GmbH,2023-07-17,323,Uniprix,2023-02-18
Dolomycin,Drops,Amgen Inc.,2024-04-30,351,Shoppers Drug Mart,2023-05-02
Acetonazole,Capsule,Eli Lilly and Company,2024-10-28,453, Superdrug,2023-06-08
Dextromycin,Cream,Teva Pharmaceutical Industries Ltd.,2025-07-21,479,PharmaChoice,2024-09-13
Metonazole,Capsule,Boehringer Ingelheim GmbH,2023-11-16,143,Publix Pharmacy,2024-09-19
Metophen,Drops,Pfizer Inc.,2025-01-04,211,CVS Pharmacy,2024-10-12
Doloprofen,Capsule,"Gilead Sciences, Inc.",2025-10-06,301,MedPlus,2025-06-03
Doloprofen,Ointment,Takeda Pharmaceutical Company Limited,2026-07-04,468,PharmaSave,2024-01-26
Dolocillin,Syrup,Johnson & Johnson,2025-05-23,161,MediCare,2023-05-18
Dolovir,Syrup,Boehringer Ingelheim GmbH,2024-12-19,194,Costco Pharmacy,2024-11-05
Clariprofen,Drops,Pfizer Inc.,2024-11-21,211,Safeway Pharmacy,2024-03-16
Metomycin,Ointment,Eli Lilly and Company,2025-06-15,421,Kroger Pharmacy,2022-11-23
Cefvir,Injection,Biogen Inc.,2025-01-21,381,Uniprix,2023-10-27
Amoxiprofen,Tablet,"Gilead Sciences, Inc.",2024-07-18,257,Lloyds Pharmacy,2024-06-20
Ibupromycin,Injection,Johnson & Johnson,2024-10-11,458,Costco Pharmacy,2023-05-15
Amoxistatin,Ointment,Teva Pharmaceutical Industries Ltd.,2026-01-06,475,Boots,2025-07-14
Acetophen,Cream,Boehringer Ingelheim GmbH,2024-01-15,322,CVS Pharmacy,2024-08-08
Ibuprovir,Injection,Bayer AG,2025-03-14,474,CVS Pharmacy,2024-12-01
Ibuprocillin,Syrup,Biogen Inc.,2025-03-20,245,Shoppers Drug Mart,2024-07-31
Doloprofen,Injection,Bristol-Myers Squibb Company,2025-11-06,61,Clicks Pharmacy,2025-04-21
Metocillin,Cream,Sanofi S.A.,2026-06-26,478,Duane Reade,2025-08-08
Dextromet,Injection,Teva Pharmaceutical Industries Ltd.,2024-07-17,211,Uniprix,2024-04-14
Doloprofen,Capsule,Novo Nordisk A/S,2025-06-07,187,H-E-B Pharmacy,2025-03-23
Amoxiprofen,Drops,Amgen Inc.,2025-07-31,290,Watsons,2024-06-04
Acetomycin,Syrup,AbbVie Inc.,2023-03-29,139,CarePlus Pharmacy,2024-07-24
Dextrovir,Injection,Teva Pharmaceutical Industries Ltd.,2024-02-14,221,Costco Pharmacy,2024-08-12
Amoxivir,Injection,AbbVie Inc.,2024-04-19,401,Kroger Pharmacy,2024-12-09
Metomet,Capsule,Boehringer Ingelheim GmbH,2026-03-21,232,PharmaSave,2025-11-03
Metomycin,Drops,AstraZeneca plc,2024-09-30,157,Target Pharmacy,2024-09-12
Cefmycin,Syrup,Amgen Inc.,2023-11-28,287,Boots,2024-06-04
Metomycin,Ointment,Sanofi S.A.,2025-05-28,310,Kroger Pharmacy,2023-10-25
Metonazole,Inhaler,Novo Nordisk A/S,2024-08-25,382,PharmaChoice,2023-06-27
Ibupronazole,Injection,"Merck & Co., Inc.",2026-06-03,74,Health Mart Pharmacy,2025-09-11
Metomycin,Drops,Bayer AG,2026-02-02,188,PharmaChoice,2025-05-19
Ibupronazole,Syrup,"Merck & Co., Inc.",2026-08-05,276,PharmaChoice,2023-11-04
Clarivir,Tablet,Takeda Pharmaceutical Company Limited,2023-05-07,494,PharmaSave,2023-05-03
Amoxistatin,Injection,"Merck & Co., Inc.",2026-05-31,337,Watsons,2025-10-13
Metoprofen,Inhaler,Pfizer Inc.,2025-12-31,106,HealthPlus,2025-03-30
Metophen,Syrup,Boehringer Ingelheim GmbH,2024-04-25,288,Watsons,2024-05-01
Ibuprostatin,Capsule,Biogen Inc.,2024-07-26,76,Apollo Pharmacy,2023-11-27
Metophen,Tablet,Biogen Inc.,2025-01-24,307,Safeway Pharmacy,2024-12-11
Amoxicillin,Tablet,Takeda Pharmaceutical Company Limited,2023-11-08,102,Albertsons Pharmacy,2024-12-07
Ibuprovir,Inhaler,Bristol-Myers Squibb Company,2025-03-11,345,Meijer Pharmacy,2024-12-08
Amoxinazole,Ointment,Takeda Pharmaceutical Company Limited,2025-08-29,404,Rexall Pharmacy,2025-08-17
Clarinazole,Tablet,Amgen Inc.,2026-07-30,167,Safeway Pharmacy,2025-11-12
Dolonazole,Tablet,"Merck & Co., Inc.",2024-01-10,486,Duane Reade,2023-03-31
Dolonazole,Drops,"Gilead Sciences, Inc.",2026-03-26,298,Albertsons Pharmacy,2024-06-23
Cefprofen,Injection,"Merck & Co., Inc.",2023-07-19,119,Dis-Chem Pharmacy,2024-03-01
Doloprofen,Cream,Eli Lilly and Company,2026-02-09,262,Target Pharmacy,2024-06-22
Metomet,Capsule,Bristol-Myers Squibb Company,2024-10-14,246,CVS Pharmacy,2024-11-12
Ibuproprofen,Drops,Novartis AG,2023-12-06,118,WellnessPharm,2023-11-18
Acetovir,Tablet,CSL Limited,2023-09-07,226,Kroger Pharmacy,2024-05-18
Dextronazole,Injection,Eli Lilly and Company,2026-01-12,438,Boots,2025-08-24
Claricillin,Drops,Novo Nordisk A/S,2025-11-14,231,Health Mart Pharmacy,2022-07-18
Dextrovir,Injection,Johnson & Johnson,2026-08-01,119,Shoppers Drug Mart,2024-07-10
Cefmet,Tablet,Sanofi S.A.,2023-05-01,361,Guardian Pharmacy,2023-09-27
Metocillin,Drops,Biogen Inc.,2024-02-03,379,Health Mart Pharmacy,2024-01-17
Metovir,Capsule,Novo Nordisk A/S,2024-03-24,199,Albertsons Pharmacy,2023-12-23
Ibupromycin,Cream,"Merck & Co., Inc.",2026-01-23,450,Watsons,2025-09-03
Dolovir,Syrup,Takeda Pharmaceutical Company Limited,2026-06-26,205, Superdrug,2024-02-13
Ibupromycin,Inhaler,Teva Pharmaceutical Industries Ltd.,2023-01-24,296,Rexall Pharmacy,2022-11-15
Cefcillin,Inhaler,Teva Pharmaceutical Industries Ltd.,2024-06-21,426,Safeway Pharmacy,2024-06-09
Clarinazole,Inhaler,Eli Lilly and Company,2025-10-30,157,Pharmasave,2025-02-26
Dextromycin,Injection,Teva Pharmaceutical Industries Ltd.,2025-06-12,323,Rite Aid,2024-10-23
Metoprofen,Injection,Eli Lilly and Company,2026-02-01,155,Watsons,2024-08-05
Metocillin,Cream,Bristol-Myers Squibb Company,2023-11-06,185,Rexall Pharmacy,2024-02-27
Clarimycin,Ointment,Biogen Inc.,2025-03-22,105, Superdrug,2024-08-26
Acetocillin,Syrup,CSL Limited,2025-10-15,323,Shoppers Drug Mart,2024-11-24
Dextrophen,Injection,Biogen Inc.,2023-10-02,399,Shoppers Drug Mart,2023-07-16
Metonazole,Drops,AstraZeneca plc,2025-04-06,367,Pharmasave,2024-06-12
Dextrovir,Tablet,Roche Holding AG,2025-03-11,451,Rexall Pharmacy,2024-09-12
Dolovir,Capsule,Bristol-Myers Squibb Company,2024-01-25,224,Albertsons Pharmacy,2023-03-23
Claristatin,Syrup,Sanofi S.A.,2025-01-27,75,Uniprix,2023-07-08
Metomycin,Cream,Eli Lilly and Company,2023-04-23,136,Costco Pharmacy,2023-01-21
Metomet,Drops,Bristol-Myers Squibb Company,2024-09-05,440,Rite Aid,2024-12-23
Amoxistatin,Capsule,CSL Limited,2025-01-06,433,MedPlus,2024-10-14
Dolostatin,Inhaler,Boehringer Ingelheim GmbH,2025-11-23,424,Pharmasave,2025-01-12
Dextrocillin,Drops,AstraZeneca plc,2025-06-04,313,PharmaSave,2025-04-18
Metostatin,Ointment,Biogen Inc.,2025-04-21,118,Rexall Pharmacy,2024-06-12
Acetomycin,Inhaler,Roche Holding AG,2024-03-21,495,Duane Reade,2023-03-09
Clariprofen,Capsule,Bayer AG,2025-09-25,186,Walgreens,2024-12-30
Amoxiprofen,Drops,Pfizer Inc.,2024-07-30,109,Health Mart Pharmacy,2023-02-16
Dolomet,Inhaler,GlaxoSmithKline plc,2023-07-07,119, Superdrug,2022-11-15
Dextromycin,Drops,GlaxoSmithKline plc,2025-02-20,332,PharmaChoice,2024-10-15
Ibupromet,Ointment,Bayer AG,2024-03-07,383,Walmart Pharmacy,2023-11-18
Dextronazole,Ointment,GlaxoSmithKline plc,2023-08-31,492,WellnessPharm,2023-10-02
Ibuprophen,Syrup,Novartis AG,2024-03-06,458,WellnessPharm,2023-07-17
Cefstatin,Tablet,AbbVie Inc.,2025-04-07,449,Rite Aid,2023-06-25
Dextromycin,Injection,Takeda Pharmaceutical Company Limited,2024-08-25,495,Costco Pharmacy,2023-06-17
Dolocillin,Capsule,Sanofi S.A.,2023-09-08,72,Pharmasave,2024-07-27
Amoxiphen,Drops,AbbVie Inc.,2025-07-27,493,Dis-Chem Pharmacy,2025-05-17
Acetoprofen,Tablet,Takeda Pharmaceutical Company Limited,2025-10-28,303,Guardian Pharmacy,2022-07-18
Acetocillin,Drops,Teva Pharmaceutical Industries Ltd.,2023-10-24,326,Rite Aid,2023-07-24
Metomet,Inhaler,Amgen Inc.,2022-08-11,441,Watsons,2023-08-27
Claricillin,Capsule,Amgen Inc.,2024-03-24,374,Albertsons Pharmacy,2022-11-10
Cefcillin,Cream,Novartis AG,2024-01-13,364,Costco Pharmacy,2024-09-01
Amoxiprofen,Capsule,"Gilead Sciences, Inc.",2024-09-25,175,Guardian Pharmacy,2024-06-23
Dextronazole,Drops,Teva Pharmaceutical Industries Ltd.,2025-05-28,396,Dis-Chem Pharmacy,2023-08-19
Clarimet,Tablet,AbbVie Inc.,2026-06-25,291,Dis-Chem Pharmacy,2024-06-05
Cefnazole,Syrup,Biogen Inc.,2026-03-24,446,CarePlus Pharmacy,2025-02-10
Claricillin,Syrup,Roche Holding AG,2025-04-30,484,Costco Pharmacy,2025-03-28
Cefprofen,Inhaler,Roche Holding AG,2025-10-14,77,Rexall Pharmacy,2025-07-21
Metomycin,Injection,Novo Nordisk A/S,2023-10-15,221,Rite Aid,2023-10-07
Dextrocillin,Injection,Amgen Inc.,2025-04-23,228,Rexall Pharmacy,2024-12-01
Dextrostatin,Inhaler,AbbVie Inc.,2025-07-02,175,CVS Pharmacy,2023-10-07
Clarimycin,Injection,Pfizer Inc.,2024-09-22,479,Meijer Pharmacy,2023-06-16
Dolomet,Syrup,"Gilead Sciences, Inc.",2023-02-21,408,Target Pharmacy,2022-10-02
Metonazole,Syrup,Johnson & Johnson,2025-04-08,335,Rite Aid,2023-06-26
Acetomet,Ointment,"Merck & Co., Inc.",2024-01-17,483,Walmart Pharmacy,2023-07-09
Acetostatin,Injection,GlaxoSmithKline plc,2025-05-15,285, Superdrug,2025-01-22
Claricillin,Injection,Amgen Inc.,2023-07-22,176,Rexall Pharmacy,2024-12-23
Ibuprovir,Ointment,Novartis AG,2023-10-27,282,Albertsons Pharmacy,2022-07-03
Ibupromet,Ointment,"Gilead Sciences, Inc.",2025-01-08,385,MedPlus,2023-11-25
Cefmycin,Tablet,Pfizer Inc.,2023-02-27,247,Uniprix,2023-09-25
Dextroprofen,Ointment,Amgen Inc.,2026-01-06,222,Uniprix,2023-08-10
Dolomycin,Drops,Pfizer Inc.,2026-08-02,467,CarePlus Pharmacy,2026-07-01
Metoprofen,Cream,"Merck & Co., Inc.",2025-02-01,258,CarePlus Pharmacy,2023-12-25
Amoxiphen,Inhaler,GlaxoSmithKline plc,2025-05-17,472,Target Pharmacy,2025-02-12
Ibuproprofen,Tablet,"Gilead Sciences, Inc.",2026-04-23,72,Guardian Pharmacy,2023-09-27
Amoximet,Capsule,Amgen Inc.,2024-04-12,381,Rexall Pharmacy,2023-03-10
Ibuproprofen,Syrup,Amgen Inc.,2023-10-28,51,Shoppers Drug Mart,2023-07-02
Amoxivir,Drops,GlaxoSmithKline plc,2024-07-05,191,Safeway Pharmacy,2023-11-04
Amoxiprofen,Capsule,Amgen Inc.,2026-08-05,332,MediCare,2025-07-19
Dolophen,Ointment,GlaxoSmithKline plc,2024-12-17,161,Lloyds Pharmacy,2024-03-12
Dolomycin,Ointment,Bayer AG,2024-11-19,402,PharmaSave,2024-09-18
Ibuprovir,Ointment,Amgen Inc.,2024-10-16,325,PharmaChoice,2024-03-29
Metostatin,Inhaler,Johnson & Johnson,2026-11-20,196,PharmaChoice,2025-04-18
Metovir,Injection,"Gilead Sciences, Inc.",2024-11-19,254,PharmaChoice,2024-08-19
Claristatin,Injection,Teva Pharmaceutical Industries Ltd.,2023-12-28,205,Rite Aid,2022-12-02
Metomycin,Ointment,"Merck & Co., Inc.",2024-07-05,234,CVS Pharmacy,2024-02-20
Ibuprocillin,Injection,Bayer AG,2023-04-27,149,Albertsons Pharmacy,2024-01-11
Amoxiprofen,Capsule,Pfizer Inc.,2025-01-29,143,HealthPlus,2024-09-26
Ibuprophen,Inhaler,Eli Lilly and Company,2025-01-29,151,CarePlus Pharmacy,2025-01-29
Metophen,Ointment,Sanofi S.A.,2024-02-19,50,HealthPlus,2024-06-01
Dolonazole,Capsule,AstraZeneca plc,2024-12-21,415, Superdrug,2024-10-16
Ibuprostatin,Tablet,Biogen Inc.,2024-09-06,408,Costco Pharmacy,2023-11-17
Acetomet,Syrup,"Merck & Co., Inc.",2023-03-29,102,Kroger Pharmacy,2023-05-29
Dextrostatin,Ointment,Teva Pharmaceutical Industries Ltd.,2025-11-06,258,H-E-B Pharmacy,2025-03-08
Metovir,Drops,Sanofi S.A.,2025-03-29,149,MedPlus,2023-12-20
Metomycin,Tablet,Bayer AG,2024-09-29,396,Costco Pharmacy,2023-06-06
Dolovir,Syrup,Biogen Inc.,2025-03-20,249,Shoppers Drug Mart,2024-06-05
Claricillin,Capsule,Bristol-Myers Squibb Company,2024-04-06,118,MedPlus,2023-12-28
Amoxicillin,Cream,AbbVie Inc.,2023-10-16,108,MedPlus,2023-01-22
Cefnazole,Tablet,Bayer AG,2024-08-09,368,H-E-B Pharmacy,2024-07-11
Acetoprofen,Injection,Johnson & Johnson,2023-08-07,260,Safeway Pharmacy,2024-08-24
Dextrophen,Injection,Takeda Pharmaceutical Company Limited,2025-07-21,308,Rexall Pharmacy,2025-04-06
Ibuproprofen,Ointment,Roche Holding AG,2026-03-09,66,Guardian Pharmacy,2025-08-06
Dolostatin,Drops,Novartis AG,2025-08-26,111,Apollo Pharmacy,2025-06-14
Dolonazole,Cream,"Merck & Co., Inc.",2025-05-17,439,Meijer Pharmacy,2023-10-19
Clarimycin,Tablet,Eli Lilly and Company,2024-01-17,76,Costco Pharmacy,2023-07-10
Acetomycin,Inhaler,Johnson & Johnson,2023-09-04,75,Pharmasave,2024-05-13
Claristatin,Tablet,Novo Nordisk A/S,2023-01-29,295,Boots,2023-01-24
Amoxicillin,Cream,Johnson & Johnson,2024-09-09,470,Meijer Pharmacy,2024-01-15
Cefmycin,Ointment,Boehringer Ingelheim GmbH,2024-07-03,408,Safeway Pharmacy,2024-03-22
Ibupronazole,Ointment,GlaxoSmithKline plc,2026-04-13,352,Uniprix,2025-04-10
Amoxistatin,Capsule,Novo Nordisk A/S,2022-11-06,496,Shoppers Drug Mart,2024-06-17
Cefstatin,Syrup,GlaxoSmithKline plc,2024-04-14,211,Shoppers Drug Mart,2024-03-21
Amoxivir,Tablet,Amgen Inc.,2024-01-08,159,Walgreens,2024-01-01
Metostatin,Tablet,Amgen Inc.,2023-08-09,50,Duane Reade,2023-04-05
Ibupromet,Capsule,GlaxoSmithKline plc,2024-10-17,456,Rexall Pharmacy,2022-10-31
Metomet,Capsule,Amgen Inc.,2024-03-31,473,Clicks Pharmacy,2024-03-28
Metonazole,Tablet,Eli Lilly and Company,2024-01-15,84,Rexall Pharmacy,2024-04-21
Ibuprocillin,Syrup,AbbVie Inc.,2023-12-17,351,Target Pharmacy,2023-02-03
Dextroprofen,Cream,"Merck & Co., Inc.",2026-08-21,155,Apollo Pharmacy,2023-07-04
Dextromet,Inhaler,Bristol-Myers Squibb Company,2024-01-27,498,Albertsons Pharmacy,2023-05-17
Ibuprocillin,Cream,CSL Limited,2025-02-16,263,Dis-Chem Pharmacy,2023-07-13
Dextrocillin,Cream,Bayer AG,2023-11-11,166,Meijer Pharmacy,2023-07-20
Clarimet,Tablet,Novartis AG,2024-12-27,425,Uniprix,2022-12-06
Acetonazole,Capsule,Johnson & Johnson,2025-02-08,430,PharmaChoice,2024-12-23
Dextrovir,Tablet,Sanofi S.A.,2023-10-03,205,Dis-Chem Pharmacy,2023-12-20
Amoxivir,Ointment,Teva Pharmaceutical Industries Ltd.,2025-06-17,212,Walgreens,2024-01-08
Dextromet,Tablet,Boehringer Ingelheim GmbH,2023-09-09,77,Uniprix,2023-02-06
Metomycin,Inhaler,GlaxoSmithKline plc,2025-05-15,321,Health Mart Pharmacy,2024-01-26
Amoxicillin,Inhaler,Sanofi S.A.,2026-08-09,281,PharmaSave,2026-03-21
Ibuprovir,Injection,CSL Limited,2026-04-23,171,CarePlus Pharmacy,2025-08-15
Dolostatin,Inhaler,Johnson & Johnson,2025-09-09,106,Duane Reade,2025-01-09
Dolomet,Syrup,Sanofi S.A.,2024-02-06,257,MedPlus,2024-02-16
Cefstatin,Capsule,Bristol-Myers Squibb Company,2024-10-04,491,Publix Pharmacy,2024-04-14
Amoxiphen,Syrup,Novartis AG,2023-08-12,296,Walgreens,2022-11-19
Cefprofen,Drops,Boehringer Ingelheim GmbH,2024-01-11,98,Safeway Pharmacy,2023-10-13
Cefvir,Cream,Amgen Inc.,2025-08-29,384,CVS Pharmacy,2024-11-24
Amoxivir,Drops,Amgen Inc.,2024-11-19,98,Uniprix,2024-11-15
Metovir,Cream,GlaxoSmithKline plc,2024-05-29,179,HealthPlus,2023-08-25
Acetomycin,Injection,AstraZeneca plc,2024-05-08,154,Target Pharmacy,2023-08-14
Cefnazole,Tablet,Sanofi S.A.,2024-10-20,477,PharmaSave,2024-10-09
Cefstatin,Ointment,AbbVie Inc.,2023-11-04,118,Shoppers Drug Mart,2024-03-27
Dextromet,Ointment,Roche Holding AG,2023-05-05,242,Boots,2023-11-13
Dextrocillin,Tablet,Teva Pharmaceutical Industries Ltd.,2025-05-16,196,WellnessPharm,2024-12-05
Amoxivir,Inhaler,Boehringer Ingelheim GmbH,2022-11-18,407,Kroger Pharmacy,2022-11-02
Acetomycin,Inhaler,Takeda Pharmaceutical Company Limited,2025-03-25,439,Publix Pharmacy,2025-03-03
Dextroprofen,Ointment,Teva Pharmaceutical Industries Ltd.,2024-08-11,107,Rexall Pharmacy,2024-05-22
Ibuprovir,Ointment,"Merck & Co., Inc.",2024-07-24,219,Safeway Pharmacy,2024-07-24
Acetomycin,Ointment,AstraZeneca plc,2026-02-02,53,Costco Pharmacy,2023-09-14
Ibupronazole,Syrup,"Gilead Sciences, Inc.",2024-11-19,388,MedPlus,2024-08-22
Doloprofen,Cream,Teva Pharmaceutical Industries Ltd.,2026-02-22,129,Lloyds Pharmacy,2024-08-07
Metomycin,Ointment,Takeda Pharmaceutical Company Limited,2024-11-27,258,Publix Pharmacy,2023-04-19
Dextrostatin,Drops,Johnson & Johnson,2023-04-24,384,Shoppers Drug Mart,2024-08-04
Ibupromet,Ointment,Eli Lilly and Company,2025-06-13,258,Watsons,2025-05-13
Acetocillin,Syrup,"Gilead Sciences, Inc.",2026-06-17,115,Walmart Pharmacy,2025-08-09
Claristatin,Cream,AbbVie Inc.,2024-05-20,489,MediCare,2023-01-29
Acetomet,Ointment,Bayer AG,2024-08-21,440,WellnessPharm,2024-08-15
Metonazole,Ointment,CSL Limited,2024-06-25,391,Safeway Pharmacy,2022-04-11
Amoxicillin,Tablet,Bristol-Myers Squibb Company,2025-07-06,327,Apollo Pharmacy,2025-06-30
Cefnazole,Cream,Biogen Inc.,2024-12-21,106,Netmeds,2024-10-24
Clarinazole,Drops,CSL Limited,2025-06-20,269,Duane Reade,2025-01-18
Dextroprofen,Drops,AstraZeneca plc,2023-05-05,192,Shoppers Drug Mart,2023-09-02
Amoxiprofen,Inhaler,"Gilead Sciences, Inc.",2024-08-13,458,Duane Reade,2024-05-07
Cefstatin,Drops,Amgen Inc.,2024-12-09,308,Walgreens,2024-10-30
Dolomycin,Drops,Amgen Inc.,2025-09-05,57,PharmaSave,2024-06-23
Metovir,Injection,Novartis AG,2024-02-02,204,Lloyds Pharmacy,2024-01-20
Metostatin,Syrup,Pfizer Inc.,2025-12-07,356,Clicks Pharmacy,2024-11-24
Ibuproprofen,Capsule,Eli Lilly and Company,2024-09-26,418,Rite Aid,2024-06-20
Dextronazole,Ointment,Novo Nordisk A/S,2024-12-01,263,HealthPlus,2023-09-08
Dolomet,Tablet,Roche Holding AG,2024-11-05,110,MediCare,2024-03-04
Amoxivir,Inhaler,"Gilead Sciences, Inc.",2023-08-01,64,Costco Pharmacy,2023-05-05
Clarivir,Syrup,Takeda Pharmaceutical Company Limited,2023-11-26,388,Guardian Pharmacy,2023-11-15
Metophen,Injection,AbbVie Inc.,2025-07-28,336,PharmaChoice,2023-08-15
Acetomycin,Drops,Biogen Inc.,2024-01-02,184,MediCare,2023-10-24
Claricillin,Capsule,Bristol-Myers Squibb Company,2025-01-19,141,Shoppers Drug Mart,2025-01-19
Acetonazole,Inhaler,Boehringer Ingelheim GmbH,2024-12-24,358,Netmeds,2023-06-05
Dextrocillin,Syrup,Bayer AG,2024-09-11,175,Health Mart Pharmacy,2023-01-02
Amoximycin,Injection,Pfizer Inc.,2022-09-30,307,MediCare,2023-03-23
Dolocillin,Cream,Eli Lilly and Company,2024-08-27,476,Walmart Pharmacy,2024-08-17
Clarimet,Drops,"Merck & Co., Inc.",2026-07-29,64,Rite Aid,2026-02-10
Clariphen,Inhaler,Novartis AG,2025-04-19,98,Target Pharmacy,2024-12-21
Dolostatin,Injection,Sanofi S.A.,2024-12-23,259,Rite Aid,2022-11-14
Amoxistatin,Capsule,Sanofi S.A.,2024-08-15,61,Meijer Pharmacy,2024-07-13
Amoxicillin,Capsule,AstraZeneca plc,2023-10-25,452,HealthPlus,2024-10-19
Dolophen,Capsule,AstraZeneca plc,2022-11-24,216,Boots,2023-11-15
Metoprofen,Inhaler,Amgen Inc.,2023-02-01,181,Shoppers Drug Mart,2024-03-30
Amoxiphen,Cream,AstraZeneca plc,2023-10-16,64,MedPlus,2023-10-07
Ibuprocillin,Tablet,GlaxoSmithKline plc,2023-11-26,180,Walmart Pharmacy,2023-12-05
Metostatin,Drops,"Gilead Sciences, Inc.",2022-12-25,63,Guardian Pharmacy,2023-04-20
Acetocillin,Tablet,Novo Nordisk A/S,2025-09-16,394,PharmaChoice,2024-09-05
Acetomet,Cream,AstraZeneca plc,2023-09-06,155,WellnessPharm,2023-08-23
Clarimet,Drops,Novo Nordisk A/S,2024-11-06,179,Albertsons Pharmacy,2024-08-30
Dolocillin,Tablet,Novartis AG,2024-04-02,304,Pharmasave,2023-04-26
Metocillin,Capsule,GlaxoSmithKline plc,2025-03-10,457,CVS Pharmacy,2024-06-22
Dextrocillin,Tablet,Eli Lilly and Company,2023-03-21,210,Walgreens,2022-03-21
Amoxicillin,Ointment,Sanofi S.A.,2025-09-24,373,WellnessPharm,2025-03-13
Dolonazole,Drops,Boehringer Ingelheim GmbH,2026-03-20,190,Apollo Pharmacy,2024-01-11
Dextrophen,Syrup,Novo Nordisk A/S,2025-07-02,361,CarePlus Pharmacy,2024-12-19
Acetophen,Inhaler,AstraZeneca plc,2024-10-26,207,CVS Pharmacy,2024-09-30
Amoxivir,Tablet,"Gilead Sciences, Inc.",2023-12-07,383,Guardian Pharmacy,2023-08-03
Cefvir,Ointment,GlaxoSmithKline plc,2026-02-18,363,PharmaChoice,2023-01-23
Dextromycin,Injection,Sanofi S.A.,2023-06-22,347,Shoppers Drug Mart,2022-05-28
Dextrostatin,Inhaler,AbbVie Inc.,2024-07-21,254,Walgreens,2024-03-12
Dolomet,Syrup,Takeda Pharmaceutical Company Limited,2025-02-04,371,Duane Reade,2024-01-02
Dolovir,Inhaler,Johnson & Johnson,2025-06-18,327,Walmart Pharmacy,2025-03-16
